('🗝️', '👍', 1)
('🎄', '🥳', 5)
('🧟♂️', '🇺', 4)
('🧟♂️', '🇸', 4)
('👨👩👧👦', '👮🏼♀️', 2)
('👨👩👧👦', '👮🏼♂️', 2)
('👨👩👧👦', '👩🏼🚒', 2)
('👨👩👧👦', '👨🏼🚒', 2)
('👨👩👧👦', '👷🏼♀️', 2)
('👨👩👧👦', '👷🏼♂️', 2)
('👨👩👧👦', '👩🏼🏭', 2)
('👨👩👧👦', '👨🏼🏭', 2)
('👨👩👧👦', '👩🏼🔧', 2)
('👨👩👧👦', '👨🏼🔧', 2)
('👨👩👧👦', '👩🏼🌾', 2)
('👨👩👧👦', '👨🏼🌾', 2)
('👨👩👧👦', '👩🏼🍳', 2)
('👨👩👧👦', '👨🏼🍳', 2)
('👨👩👧👦', '👩🏼🎨', 2)
('👨👩👧👦', '👨🏼🎨', 2)
('👨👩👧👦', '👩🏼🏫', 2)
('👨👩👧👦', '👨🏼🏫', 2)
('👨👩👧👦', '👩🏼💼', 2)
('👨👩👧👦', '👨🏼💼', 2)
('👨👩👧👦', '👩🏼💻', 2)
('👨👩👧👦', '👨🏼💻', 2)
('👨👩👧👦', '👩🏼⚕️', 2)
('👨👩👧👦', '👨🏼⚕️', 2)
('👨👩👧👦', '👩🏼✈️', 2)
('👨👩👧👦', '👨🏼✈️', 2)
('👮🏼♀️', '👩🏼🚒', 4)
('👮🏼♀️', '👩🏼🏭', 4)
('👮🏼♀️', '👨🏼🏭', 4)
('👮🏼♀️', '👩🏼🔧', 3)
('👮🏼♀️', '👨🏼🔧', 3)
('👮🏼♀️', '👩🏼🌾', 3)
('👮🏼♀️', '👨🏼🌾', 3)
('👮🏼♀️', '👩🏼🍳', 3)
('👮🏼♀️', '👨🏼🍳', 3)
('👮🏼♀️', '👩🏼🎨', 4)
('👮🏼♀️', '👨🏼🎨', 4)
('👮🏼♀️', '👩🏼🏫', 4)
('👮🏼♀️', '👨🏼🏫', 4)
('👮🏼♀️', '👩🏼💼', 4)
('👮🏼♀️', '👨🏼💻', 4)
('👮🏼♀️', '👩🏼⚕️', 3)
('👮🏼♀️', '👨🏼⚕️', 3)
('👮🏼♂️', '👩🏼🚒', 4)
('👮🏼♂️', '👩🏼🏭', 5)
('👮🏼♂️', '👨🏼🏭', 5)
('👮🏼♂️', '👩🏼🔧', 3)
('👮🏼♂️', '👨🏼🔧', 4)
('👮🏼♂️', '👩🏼🌾', 3)
('👮🏼♂️', '👨🏼🌾', 4)
('👮🏼♂️', '👩🏼🍳', 3)
('👮🏼♂️', '👨🏼🍳', 4)
('👮🏼♂️', '👩🏼🎨', 5)
('👮🏼♂️', '👨🏼🎨', 5)
('👮🏼♂️', '👩🏼🏫', 5)
('👮🏼♂️', '👨🏼🏫', 5)
('👮🏼♂️', '👩🏼💼', 5)
('👮🏼♂️', '👨🏼💻', 5)
('👮🏼♂️', '👩🏼⚕️', 4)
('👮🏼♂️', '👨🏼⚕️', 3)
('👩🏼🚒', '👩🏼🌾', 3)
('👩🏼🚒', '👨🏼🌾', 3)
('👩🏼🚒', '👩🏼🍳', 3)
('👩🏼🚒', '👨🏼🍳', 3)
('👩🏼🚒', '👩🏼🎨', 4)
('👩🏼🚒', '👨🏼🎨', 4)
('👩🏼🚒', '👩🏼🏫', 4)
('👩🏼🚒', '👨🏼🏫', 4)
('👩🏼🚒', '👩🏼💼', 4)
('👩🏼🚒', '👨🏼💼', 4)
('👩🏼🚒', '👩🏼💻', 4)
('👩🏼🚒', '👨🏼💻', 4)
('👩🏼🚒', '👩🏼⚕️', 3)
('👩🏼🚒', '👨🏼⚕️', 3)
('👨🏼🚒', '👩🏼🌾', 3)
('👨🏼🚒', '👨🏼🌾', 4)
('👨🏼🚒', '👩🏼🍳', 3)
('👨🏼🚒', '👨🏼🍳', 4)
('👨🏼🚒', '👩🏼🎨', 5)
('👨🏼🚒', '👨🏼🎨', 5)
('👨🏼🚒', '👩🏼🏫', 5)
('👨🏼🚒', '👨🏼🏫', 5)
('👨🏼🚒', '👩🏼💼', 5)
('👨🏼🚒', '👨🏼💻', 5)
('👨🏼🚒', '👩🏼⚕️', 4)
('👨🏼🚒', '👨🏼⚕️', 3)
('👷🏼♀️', '👩🏼🏭', 3)
('👷🏼♀️', '👨🏼🏭', 3)
('👷🏼♀️', '👩🏼🔧', 3)
('👷🏼♀️', '👨🏼🔧', 3)
('👷🏼♀️', '👩🏼🌾', 3)
('👷🏼♀️', '👨🏼🌾', 3)
('👷🏼♀️', '👩🏼🍳', 3)
('👷🏼♀️', '👨🏼🍳', 3)
('👷🏼♀️', '👩🏼🎨', 3)
('👷🏼♀️', '👨🏼🎨', 3)
('👷🏼♀️', '👩🏼🏫', 4)
('👷🏼♀️', '👨🏼🏫', 4)
('👷🏼♀️', '👩🏼💼', 4)
('👷🏼♀️', '👨🏼💼', 4)
('👷🏼♀️', '👩🏼💻', 4)
('👷🏼♀️', '👨🏼💻', 4)
('👷🏼♀️', '👩🏼⚕️', 3)
('👷🏼♀️', '👨🏼⚕️', 3)
('👷🏼♂️', '👩🏼🏭', 4)
('👷🏼♂️', '👨🏼🏭', 4)
('👷🏼♂️', '👩🏼🔧', 3)
('👷🏼♂️', '👨🏼🔧', 4)
('👷🏼♂️', '👩🏼🌾', 3)
('👷🏼♂️', '👨🏼🌾', 4)
('👷🏼♂️', '👩🏼🍳', 3)
('👷🏼♂️', '👨🏼🍳', 4)
('👷🏼♂️', '👩🏼🎨', 4)
('👷🏼♂️', '👨🏼🎨', 4)
('👷🏼♂️', '👩🏼🏫', 5)
('👷🏼♂️', '👨🏼🏫', 5)
('👷🏼♂️', '👩🏼💼', 5)
('👷🏼♂️', '👨🏼💻', 5)
('👷🏼♂️', '👩🏼⚕️', 4)
('👷🏼♂️', '👨🏼⚕️', 3)
('👩🏼🏭', '👨🏼🏭', 5)
('👩🏼🏭', '👩🏼🔧', 3)
('👩🏼🏭', '👨🏼🔧', 5)
('👩🏼🏭', '👩🏼🌾', 4)
('👩🏼🏭', '👨🏼🌾', 5)
('👩🏼🏭', '👩🏼🍳', 4)
('👩🏼🏭', '👨🏼🍳', 5)
('👩🏼🏭', '👩🏼🎨', 5)
('👩🏼🏭', '👨🏼🎨', 5)
('👩🏼🏭', '👩🏼🏫', 4)
('👩🏼🏭', '👨🏼🏫', 4)
('👩🏼🏭', '👩🏼💼', 4)
('👩🏼🏭', '👨🏼💼', 4)
('👩🏼🏭', '👩🏼💻', 4)
('👩🏼🏭', '👨🏼💻', 4)
('👩🏼🏭', '👩🏼⚕️', 4)
('👩🏼🏭', '👨🏼⚕️', 3)
('👨🏼🏭', '👩🏼🔧', 3)
('👨🏼🏭', '👨🏼🔧', 5)
('👨🏼🏭', '👩🏼🌾', 4)
('👨🏼🏭', '👨🏼🌾', 5)
('👨🏼🏭', '👩🏼🍳', 4)
('👨🏼🏭', '👨🏼🍳', 5)
('👨🏼🏭', '👩🏼🎨', 5)
('👨🏼🏭', '👨🏼🎨', 5)
('👨🏼🏭', '👩🏼🏫', 4)
('👨🏼🏭', '👨🏼🏫', 4)
('👨🏼🏭', '👩🏼💼', 4)
('👨🏼🏭', '👨🏼💼', 4)
('👨🏼🏭', '👩🏼💻', 4)
('👨🏼🏭', '👨🏼💻', 4)
('👨🏼🏭', '👩🏼⚕️', 4)
('👨🏼🏭', '👨🏼⚕️', 3)
('👩🏼🔧', '👩🏼🌾', 3)
('👩🏼🔧', '👨🏼🌾', 3)
('👩🏼🔧', '👩🏼🍳', 3)
('👩🏼🔧', '👨🏼🍳', 3)
('👩🏼🔧', '👩🏼🎨', 3)
('👩🏼🔧', '👨🏼🎨', 3)
('👩🏼🔧', '👩🏼🏫', 3)
('👩🏼🔧', '👨🏼🏫', 3)
('👩🏼🔧', '👩🏼💼', 3)
('👩🏼🔧', '👨🏼💼', 3)
('👩🏼🔧', '👩🏼💻', 3)
('👩🏼🔧', '👨🏼💻', 3)
('👩🏼🔧', '👩🏼⚕️', 3)
('👩🏼🔧', '👨🏼⚕️', 3)
('👨🏼🔧', '👩🏼🌾', 4)
('👨🏼🔧', '👨🏼🌾', 5)
('👨🏼🔧', '👩🏼🍳', 3)
('👨🏼🔧', '👨🏼🍳', 4)
('👨🏼🔧', '👩🏼🎨', 4)
('👨🏼🔧', '👨🏼🎨', 4)
('👨🏼🔧', '👩🏼🏫', 4)
('👨🏼🔧', '👨🏼🏫', 4)
('👨🏼🔧', '👩🏼💼', 4)
('👨🏼🔧', '👨🏼💼', 4)
('👨🏼🔧', '👩🏼💻', 4)
('👨🏼🔧', '👨🏼💻', 4)
('👨🏼🔧', '👩🏼⚕️', 4)
('👨🏼🔧', '👨🏼⚕️', 3)
('👩🏼🌾', '👩🏼🍳', 3)
('👩🏼🌾', '👨🏼🍳', 3)
('👩🏼🌾', '👩🏼🎨', 4)
('👩🏼🌾', '👨🏼🎨', 4)
('👩🏼🌾', '👩🏼🏫', 4)
('👩🏼🌾', '👨🏼🏫', 4)
('👩🏼🌾', '👩🏼💼', 4)
('👩🏼🌾', '👨🏼💼', 4)
('👩🏼🌾', '👩🏼💻', 3)
('👩🏼🌾', '👨🏼💻', 3)
('👩🏼🌾', '👩🏼⚕️', 3)
('👩🏼🌾', '👨🏼⚕️', 3)
('👨🏼🌾', '👩🏼🍳', 3)
('👨🏼🌾', '👨🏼🍳', 4)
('👨🏼🌾', '👩🏼🎨', 5)
('👨🏼🌾', '👨🏼🎨', 5)
('👨🏼🌾', '👩🏼🏫', 6)
('👨🏼🌾', '👨🏼🏫', 6)
('👨🏼🌾', '👩🏼💼', 6)
('👨🏼🌾', '👨🏼💼', 6)
('👨🏼🌾', '👩🏼💻', 5)
('👨🏼🌾', '👨🏼💻', 5)
('👨🏼🌾', '👩🏼⚕️', 3)
('👨🏼🌾', '👨🏼⚕️', 3)
('👩🏼🍳', '👨🏼🍳', 4)
('👩🏼🍳', '👩🏼🎨', 4)
('👩🏼🍳', '👨🏼🎨', 4)
('👩🏼🍳', '👩🏼🏫', 4)
('👩🏼🍳', '👨🏼🏫', 4)
('👩🏼🍳', '👩🏼💼', 4)
('👩🏼🍳', '👨🏼💼', 4)
('👩🏼🍳', '👩🏼💻', 3)
('👩🏼🍳', '👨🏼💻', 3)
('👩🏼🍳', '👩🏼⚕️', 3)
('👩🏼🍳', '👨🏼⚕️', 3)
('👩🏼🍳', '👩🏼✈️', 4)
('👩🏼🍳', '👨🏼✈️', 4)
('👨🏼🍳', '👩🏼🎨', 5)
('👨🏼🍳', '👨🏼🎨', 5)
('👨🏼🍳', '👩🏼🏫', 5)
('👨🏼🍳', '👨🏼🏫', 5)
('👨🏼🍳', '👩🏼💼', 5)
('👨🏼🍳', '👨🏼💼', 5)
('👨🏼🍳', '👩🏼💻', 4)
('👨🏼🍳', '👨🏼💻', 4)
('👨🏼🍳', '👩🏼⚕️', 3)
('👨🏼🍳', '👨🏼⚕️', 3)
('👨🏼🍳', '👩🏼✈️', 4)
('👨🏼🍳', '👨🏼✈️', 4)
('👩🏼🎨', '👨🏼🎨', 6)
('👩🏼🎨', '👩🏼🏫', 4)
('👩🏼🎨', '👨🏼🏫', 4)
('👩🏼🎨', '👩🏼💼', 4)
('👩🏼🎨', '👨🏼💼', 4)
('👩🏼🎨', '👩🏼💻', 4)
('👩🏼🎨', '👨🏼💻', 4)
('👩🏼🎨', '👩🏼⚕️', 3)
('👩🏼🎨', '👨🏼⚕️', 3)
('👩🏼🎨', '👩🏼✈️', 3)
('👩🏼🎨', '👨🏼✈️', 3)
('👨🏼🎨', '👩🏼🏫', 4)
('👨🏼🎨', '👨🏼🏫', 4)
('👨🏼🎨', '👩🏼💼', 4)
('👨🏼🎨', '👨🏼💼', 4)
('👨🏼🎨', '👩🏼💻', 4)
('👨🏼🎨', '👨🏼💻', 4)
('👨🏼🎨', '👩🏼⚕️', 3)
('👨🏼🎨', '👨🏼⚕️', 3)
('👨🏼🎨', '👩🏼✈️', 3)
('👨🏼🎨', '👨🏼✈️', 3)
('👩🏼🏫', '👨🏼🏫', 5)
('👩🏼🏫', '👩🏼💼', 5)
('👩🏼🏫', '👨🏼💼', 5)
('👩🏼🏫', '👩🏼💻', 4)
('👩🏼🏫', '👨🏼💻', 4)
('👩🏼🏫', '👩🏼⚕️', 3)
('👩🏼🏫', '👨🏼⚕️', 3)
('👩🏼🏫', '👩🏼✈️', 5)
('👩🏼🏫', '👨🏼✈️', 5)
('👨🏼🏫', '👩🏼💼', 5)
('👨🏼🏫', '👨🏼💼', 5)
('👨🏼🏫', '👩🏼💻', 4)
('👨🏼🏫', '👨🏼💻', 4)
('👨🏼🏫', '👩🏼⚕️', 3)
('👨🏼🏫', '👨🏼⚕️', 3)
('👨🏼🏫', '👩🏼✈️', 5)
('👨🏼🏫', '👨🏼✈️', 5)
('👩🏼💼', '👨🏼💼', 4)
('👩🏼💼', '👩🏼💻', 5)
('👩🏼💼', '👨🏼💻', 5)
('👩🏼💼', '👩🏼⚕️', 3)
('👩🏼💼', '👨🏼⚕️', 3)
('👩🏼💼', '👩🏼✈️', 4)
('👩🏼💼', '👨🏼✈️', 4)
('👨🏼💼', '👩🏼💻', 5)
('👨🏼💼', '👨🏼💻', 5)
('👨🏼💼', '👩🏼⚕️', 3)
('👨🏼💼', '👨🏼⚕️', 3)
('👨🏼💼', '👩🏼✈️', 4)
('👨🏼💼', '👨🏼✈️', 4)
('👩🏼💻', '👨🏼💻', 4)
('👩🏼💻', '👩🏼⚕️', 3)
('👩🏼💻', '👨🏼⚕️', 3)
('👩🏼💻', '👩🏼✈️', 4)
('👩🏼💻', '👨🏼✈️', 4)
('👨🏼💻', '👩🏼⚕️', 3)
('👨🏼💻', '👨🏼⚕️', 3)
('👨🏼💻', '👩🏼✈️', 4)
('👨🏼💻', '👨🏼✈️', 4)
('👩🏼⚕️', '👨🏼⚕️', 3)
('👩🏼⚕️', '👩🏼✈️', 3)
('👩🏼⚕️', '👨🏼✈️', 3)
('👨🏼⚕️', '👩🏼✈️', 3)
('👨🏼⚕️', '👨🏼✈️', 3)
('🇾', '👏🏼', 1)
('🤵🏼', '👏🏼', 26)
('🤵🏼', '👍🏼', 16)
('🇷', '😭', 1)
('🇷', '🤵🏼', 1)
('🇷', '⚖️', 16)
('😭', '🤵🏼', 3)
('😭', '⚖️', 7)
('🤵🏼', '⚖️', 8)
('🚅', '👮🏼♀️', 1)
('🚅', '👮🏼♂️', 1)
('🚅', '👩🏼🚒', 1)
('🚅', '👨🏼🚒', 1)
('🚅', '👷🏼♀️', 1)
('🚅', '👷🏼♂️', 1)
('🚅', '👩🏼🏭', 1)
('🚅', '👨🏼🏭', 1)
('🚅', '👩🏼🔧', 1)
('🚅', '👨🏼🔧', 1)
('🚅', '👩🏼🌾', 1)
('🚅', '👨🏼🌾', 1)
('🚅', '👩🏼🍳', 1)
('🚅', '👨🏼🍳', 1)
('🚅', '👩🏼🎤', 1)
('🚅', '👨🏼🎤', 1)
('🚅', '👩🏼🎨', 1)
('🚅', '👨🏼🎨', 1)
('🚅', '👩🏼🏫', 1)
('🚅', '👨🏼🏫', 1)
('🚅', '👩🏼💼', 1)
('🚅', '👨🏼💼', 1)
('🚅', '👩🏼💻', 1)
('🚅', '👨🏼💻', 1)
('🚅', '👩🏼🔬', 1)
('🚅', '👨🏼🔬', 1)
('🚅', '👩🏼⚕️', 1)
('🚅', '👨🏼⚕️', 1)
('🚅', '👩🏼⚖️', 1)
('🚅', '👨🏼⚖️', 1)
('🚅', '👩🏼✈️', 1)
('🚅', '👨🏼✈️', 1)
('🚅', '🇮', 3)
('🚅', '🇱', 1)
('🚅', '🇨', 1)
('🚅', '🇦', 3)
('🚅', '🏴', 1)
('🚅', '🇬', 1)
('🚅', '🇧', 1)
('🚅', '🇳', 1)
('🚅', '🇯', 1)
('🚅', '🇵', 1)
('🚅', '🇰', 2)
('🚅', '🇷', 1)
('🚅', '🇶', 1)
('🚅', '🇼', 1)
('🚃', '👮🏼♀️', 2)
('🚃', '👮🏼♂️', 2)
('🚃', '👩🏼🚒', 3)
('🚃', '👨🏼🚒', 3)
('🚃', '👷🏼♀️', 4)
('🚃', '👷🏼♂️', 4)
('🚃', '👩🏼🏭', 5)
('🚃', '👨🏼🏭', 5)
('🚃', '👩🏼🔧', 6)
('🚃', '👨🏼🔧', 6)
('🚃', '👩🏼🌾', 7)
('🚃', '👨🏼🌾', 7)
('🚃', '👩🏼🍳', 8)
('🚃', '👨🏼🍳', 8)
('🚃', '👩🏼🎤', 9)
('🚃', '👨🏼🎤', 9)
('🚃', '👩🏼🎨', 10)
('🚃', '👨🏼🎨', 10)
('🚃', '👩🏼🏫', 11)
('🚃', '👨🏼🏫', 11)
('🚃', '👩🏼💼', 12)
('🚃', '👨🏼💼', 12)
('🚃', '👩🏼💻', 13)
('🚃', '👨🏼💻', 13)
('🚃', '👩🏼🔬', 14)
('🚃', '👨🏼🔬', 14)
('🚃', '👩🏼⚕️', 15)
('🚃', '👨🏼⚕️', 15)
('🚃', '👩🏼⚖️', 16)
('🚃', '👨🏼⚖️', 16)
('🚃', '👩🏼✈️', 17)
('🚃', '👨🏼✈️', 17)
('🚃', '🇮', 54)
('🚃', '🇱', 18)
('🚃', '🇨', 18)
('🚃', '🇦', 54)
('🚃', '🏴', 18)
('🚃', '🇬', 18)
('🚃', '🇧', 18)
('🚃', '🇳', 28)
('🚃', '🇯', 18)
('🚃', '🇵', 18)
('🚃', '🇰', 36)
('🚃', '🇷', 18)
('🚃', '🇶', 18)
('🚃', '🇼', 18)
('👨👩👧👦', '👩🏼🎤', 1)
('👨👩👧👦', '👨🏼🎤', 1)
('👨👩👧👦', '👩🏼🔬', 1)
('👨👩👧👦', '👨🏼🔬', 1)
('👨👩👧👦', '👩🏼⚖️', 1)
('👨👩👧👦', '👨🏼⚖️', 1)
('👨👩👧👦', '🇮', 13)
('👨👩👧👦', '🇱', 5)
('👨👩👧👦', '🇨', 1)
('👨👩👧👦', '🇦', 17)
('👨👩👧👦', '🏴', 1)
('👨👩👧👦', '🇬', 11)
('👨👩👧👦', '🇧', 11)
('👨👩👧👦', '🇳', 1)
('👨👩👧👦', '🇯', 1)
('👨👩👧👦', '🇵', 3)
('👨👩👧👦', '🇰', 3)
('👨👩👧👦', '🇷', 4)
('👨👩👧👦', '🇶', 5)
('👨👩👧👦', '🇼', 1)
('👮🏼♀️', '🚃', 16)
('👮🏼♀️', '👩🏼🎤', 3)
('👮🏼♀️', '👨🏼🎤', 3)
('👮🏼♀️', '👩🏼🔬', 3)
('👮🏼♀️', '👨🏼🔬', 3)
('👮🏼♀️', '👩🏼⚖️', 3)
('👮🏼♀️', '👨🏼⚖️', 3)
('👮🏼♀️', '🗽', 3)
('👮🏼♀️', '🇺', 5)
('👮🏼♀️', '🇸', 5)
('👮🏼♀️', '🇮', 3)
('👮🏼♀️', '🇱', 1)
('👮🏼♀️', '🇨', 1)
('👮🏼♀️', '🇦', 3)
('👮🏼♀️', '🏴', 1)
('👮🏼♀️', '🇬', 1)
('👮🏼♀️', '🇧', 1)
('👮🏼♀️', '🇳', 1)
('👮🏼♀️', '🇯', 1)
('👮🏼♀️', '🇵', 1)
('👮🏼♀️', '🇰', 2)
('👮🏼♀️', '🇷', 1)
('👮🏼♀️', '🇶', 1)
('👮🏼♀️', '🇼', 1)
('👮🏼♂️', '🚃', 16)
('👮🏼♂️', '👩🏼🎤', 4)
('👮🏼♂️', '👨🏼🎤', 3)
('👮🏼♂️', '👩🏼🔬', 4)
('👮🏼♂️', '👨🏼🔬', 4)
('👮🏼♂️', '👩🏼⚖️', 3)
('👮🏼♂️', '👨🏼⚖️', 3)
('👮🏼♂️', '🗽', 4)
('👮🏼♂️', '🇺', 5)
('👮🏼♂️', '🇸', 5)
('👮🏼♂️', '🇮', 3)
('👮🏼♂️', '🇱', 1)
('👮🏼♂️', '🇨', 1)
('👮🏼♂️', '🇦', 3)
('👮🏼♂️', '🏴', 1)
('👮🏼♂️', '🇬', 1)
('👮🏼♂️', '🇧', 1)
('👮🏼♂️', '🇳', 1)
('👮🏼♂️', '🇯', 1)
('👮🏼♂️', '🇵', 1)
('👮🏼♂️', '🇰', 2)
('👮🏼♂️', '🇷', 1)
('👮🏼♂️', '🇶', 1)
('👮🏼♂️', '🇼', 1)
('👩🏼🚒', '🚃', 15)
('👩🏼🚒', '👩🏼🎤', 3)
('👩🏼🚒', '👨🏼🎤', 3)
('👩🏼🚒', '👩🏼🔬', 3)
('👩🏼🚒', '👨🏼🔬', 3)
('👩🏼🚒', '👩🏼⚖️', 3)
('👩🏼🚒', '👨🏼⚖️', 3)
('👩🏼🚒', '🗽', 3)
('👩🏼🚒', '🇺', 3)
('👩🏼🚒', '🇸', 3)
('👩🏼🚒', '🇮', 3)
('👩🏼🚒', '🇱', 1)
('👩🏼🚒', '🇨', 1)
('👩🏼🚒', '🇦', 3)
('👩🏼🚒', '🏴', 1)
('👩🏼🚒', '🇬', 1)
('👩🏼🚒', '🇧', 1)
('👩🏼🚒', '🇳', 1)
('👩🏼🚒', '🇯', 1)
('👩🏼🚒', '🇵', 1)
('👩🏼🚒', '🇰', 2)
('👩🏼🚒', '🇷', 1)
('👩🏼🚒', '🇶', 1)
('👩🏼🚒', '🇼', 1)
('👨🏼🚒', '🚃', 15)
('👨🏼🚒', '👩🏼🎤', 4)
('👨🏼🚒', '👨🏼🎤', 3)
('👨🏼🚒', '👩🏼🔬', 4)
('👨🏼🚒', '👨🏼🔬', 4)
('👨🏼🚒', '👩🏼⚖️', 3)
('👨🏼🚒', '👨🏼⚖️', 3)
('👨🏼🚒', '🗽', 4)
('👨🏼🚒', '🇺', 3)
('👨🏼🚒', '🇸', 3)
('👨🏼🚒', '🇮', 3)
('👨🏼🚒', '🇱', 1)
('👨🏼🚒', '🇨', 1)
('👨🏼🚒', '🇦', 3)
('👨🏼🚒', '🏴', 1)
('👨🏼🚒', '🇬', 1)
('👨🏼🚒', '🇧', 1)
('👨🏼🚒', '🇳', 1)
('👨🏼🚒', '🇯', 1)
('👨🏼🚒', '🇵', 1)
('👨🏼🚒', '🇰', 2)
('👨🏼🚒', '🇷', 1)
('👨🏼🚒', '🇶', 1)
('👨🏼🚒', '🇼', 1)
('👷🏼♀️', '🚃', 14)
('👷🏼♀️', '👩🏼🎤', 2)
('👷🏼♀️', '👨🏼🎤', 2)
('👷🏼♀️', '👩🏼🔬', 3)
('👷🏼♀️', '👨🏼🔬', 3)
('👷🏼♀️', '👩🏼⚖️', 3)
('👷🏼♀️', '👨🏼⚖️', 3)
('👷🏼♀️', '🗽', 3)
('👷🏼♀️', '🇺', 3)
('👷🏼♀️', '🇸', 3)
('👷🏼♀️', '🇮', 3)
('👷🏼♀️', '🇱', 1)
('👷🏼♀️', '🇨', 1)
('👷🏼♀️', '🇦', 3)
('👷🏼♀️', '🏴', 1)
('👷🏼♀️', '🇬', 1)
('👷🏼♀️', '🇧', 1)
('👷🏼♀️', '🇳', 1)
('👷🏼♀️', '🇯', 1)
('👷🏼♀️', '🇵', 1)
('👷🏼♀️', '🇰', 2)
('👷🏼♀️', '🇷', 1)
('👷🏼♀️', '🇶', 1)
('👷🏼♀️', '🇼', 1)
('👷🏼♂️', '🚃', 14)
('👷🏼♂️', '👩🏼🎤', 3)
('👷🏼♂️', '👨🏼🎤', 2)
('👷🏼♂️', '👩🏼🔬', 4)
('👷🏼♂️', '👨🏼🔬', 4)
('👷🏼♂️', '👩🏼⚖️', 3)
('👷🏼♂️', '👨🏼⚖️', 3)
('👷🏼♂️', '🗽', 4)
('👷🏼♂️', '🇺', 3)
('👷🏼♂️', '🇸', 3)
('👷🏼♂️', '🇮', 3)
('👷🏼♂️', '🇱', 1)
('👷🏼♂️', '🇨', 1)
('👷🏼♂️', '🇦', 3)
('👷🏼♂️', '🏴', 1)
('👷🏼♂️', '🇬', 1)
('👷🏼♂️', '🇧', 1)
('👷🏼♂️', '🇳', 1)
('👷🏼♂️', '🇯', 1)
('👷🏼♂️', '🇵', 1)
('👷🏼♂️', '🇰', 2)
('👷🏼♂️', '🇷', 1)
('👷🏼♂️', '🇶', 1)
('👷🏼♂️', '🇼', 1)
('👩🏼🏭', '🚃', 13)
('👩🏼🏭', '👩🏼🎤', 4)
('👩🏼🏭', '👨🏼🎤', 3)
('👩🏼🏭', '👩🏼🔬', 3)
('👩🏼🏭', '👨🏼🔬', 3)
('👩🏼🏭', '👩🏼⚖️', 2)
('👩🏼🏭', '👨🏼⚖️', 2)
('👩🏼🏭', '🗽', 3)
('👩🏼🏭', '🇺', 2)
('👩🏼🏭', '🇸', 2)
('👩🏼🏭', '🇮', 3)
('👩🏼🏭', '🇱', 1)
('👩🏼🏭', '🇨', 1)
('👩🏼🏭', '🇦', 3)
('👩🏼🏭', '🏴', 1)
('👩🏼🏭', '🇬', 1)
('👩🏼🏭', '🇧', 1)
('👩🏼🏭', '🇳', 1)
('👩🏼🏭', '🇯', 1)
('👩🏼🏭', '🇵', 1)
('👩🏼🏭', '🇰', 2)
('👩🏼🏭', '🇷', 1)
('👩🏼🏭', '🇶', 1)
('👩🏼🏭', '🇼', 1)
('👨🏼🏭', '🚃', 13)
('👨🏼🏭', '👩🏼🎤', 4)
('👨🏼🏭', '👨🏼🎤', 3)
('👨🏼🏭', '👩🏼🔬', 3)
('👨🏼🏭', '👨🏼🔬', 3)
('👨🏼🏭', '👩🏼⚖️', 2)
('👨🏼🏭', '👨🏼⚖️', 2)
('👨🏼🏭', '🗽', 3)
('👨🏼🏭', '🇺', 2)
('👨🏼🏭', '🇸', 2)
('👨🏼🏭', '🇮', 3)
('👨🏼🏭', '🇱', 1)
('👨🏼🏭', '🇨', 1)
('👨🏼🏭', '🇦', 3)
('👨🏼🏭', '🏴', 1)
('👨🏼🏭', '🇬', 1)
('👨🏼🏭', '🇧', 1)
('👨🏼🏭', '🇳', 1)
('👨🏼🏭', '🇯', 1)
('👨🏼🏭', '🇵', 1)
('👨🏼🏭', '🇰', 2)
('👨🏼🏭', '🇷', 1)
('👨🏼🏭', '🇶', 1)
('👨🏼🏭', '🇼', 1)
('👩🏼🔧', '🚃', 12)
('👩🏼🔧', '👩🏼🎤', 2)
('👩🏼🔧', '👨🏼🎤', 2)
('👩🏼🔧', '👩🏼🔬', 2)
('👩🏼🔧', '👨🏼🔬', 2)
('👩🏼🔧', '👩🏼⚖️', 2)
('👩🏼🔧', '👨🏼⚖️', 2)
('👩🏼🔧', '🗽', 2)
('👩🏼🔧', '🇺', 2)
('👩🏼🔧', '🇸', 2)
('👩🏼🔧', '🇮', 3)
('👩🏼🔧', '🇱', 1)
('👩🏼🔧', '🇨', 1)
('👩🏼🔧', '🇦', 3)
('👩🏼🔧', '🏴', 1)
('👩🏼🔧', '🇬', 1)
('👩🏼🔧', '🇧', 1)
('👩🏼🔧', '🇳', 1)
('👩🏼🔧', '🇯', 1)
('👩🏼🔧', '🇵', 1)
('👩🏼🔧', '🇰', 2)
('👩🏼🔧', '🇷', 1)
('👩🏼🔧', '🇶', 1)
('👩🏼🔧', '🇼', 1)
('👨🏼🔧', '🚃', 12)
('👨🏼🔧', '👩🏼🎤', 3)
('👨🏼🔧', '👨🏼🎤', 2)
('👨🏼🔧', '👩🏼🔬', 3)
('👨🏼🔧', '👨🏼🔬', 3)
('👨🏼🔧', '👩🏼⚖️', 2)
('👨🏼🔧', '👨🏼⚖️', 2)
('👨🏼🔧', '🗽', 3)
('👨🏼🔧', '🇺', 2)
('👨🏼🔧', '🇸', 2)
('👨🏼🔧', '🇮', 3)
('👨🏼🔧', '🇱', 1)
('👨🏼🔧', '🇨', 1)
('👨🏼🔧', '🇦', 3)
('👨🏼🔧', '🏴', 1)
('👨🏼🔧', '🇬', 1)
